id,scenario,class_num,project,name-param-samling,AUC-ROC,MCC,path,clf
5372,within,3,Hibernate ORM,ADA 100 ROS,0.541432012,0.071073425,z:\data\prediction_compare_3\within_Hibernate ORM_ADA 100 ROS_10_.pk,ADA
6584,within,5,Hibernate ORM,ADA 150 ROS,0.531014007,0.040061261,z:\data\prediction_compare_5\within_Hibernate ORM_ADA 150 ROS_10_.pk,ADA
8072,cross,2,Hibernate ORM,ADA 100 RUS,0.535467914,0.069824069,z:\data\prediction_compare_2\cross_Hibernate ORM_ADA 100 RUS_10.pk,ADA
8984,cross,3,Hibernate ORM,ADA 150 ROS,0.5489758,0.08063755,z:\data\prediction_compare_3\cross_Hibernate ORM_ADA 150 ROS_10.pk,ADA
10148,cross,5,Hibernate ORM,ADA 10 ROS,0.527773141,0.037927387,z:\data\prediction_compare_5\cross_Hibernate ORM_ADA 10 ROS_10.pk,ADA
297,timewise,2,Hadoop HDFS,ADA 200 NONE,0.636013046,0.273815664,z:\data\prediction_compare_2\timewise_Hadoop HDFS_ADA 200 NONE_10.pk,ADA
1497,timewise,3,Hadoop HDFS,ADA 200 NONE,0.544102861,0.118597979,z:\data\prediction_compare_3\timewise_Hadoop HDFS_ADA 200 NONE_10.pk,ADA
3573,timewise,5,Hadoop HDFS,ADA 100 SMOTE,0.513375425,0.034706498,z:\data\prediction_compare_5\timewise_Hadoop HDFS_ADA 100 SMOTE_10.pk,ADA
4473,within,2,Hadoop HDFS,ADA 100 RUS,0.722676768,0.438846735,z:\data\prediction_compare_2\within_Hadoop HDFS_ADA 100 RUS_10_.pk,ADA
5373,within,3,Hadoop HDFS,ADA 100 ROS,0.595207923,0.190284899,z:\data\prediction_compare_3\within_Hadoop HDFS_ADA 100 ROS_10_.pk,ADA
6585,within,5,Hadoop HDFS,ADA 150 ROS,0.567437189,0.133269375,z:\data\prediction_compare_5\within_Hadoop HDFS_ADA 150 ROS_10_.pk,ADA
7461,cross,2,Hadoop HDFS,ADA 60 NONE,0.661908015,0.324613597,z:\data\prediction_compare_2\cross_Hadoop HDFS_ADA 60 NONE_10.pk,ADA
9261,cross,3,Hadoop HDFS,ADA 60 RUS,0.562486299,0.122942211,z:\data\prediction_compare_3\cross_Hadoop HDFS_ADA 60 RUS_10.pk,ADA
10485,cross,5,Hadoop HDFS,ADA 150 RUS,0.545903941,0.083124657,z:\data\prediction_compare_5\cross_Hadoop HDFS_ADA 150 RUS_10.pk,ADA
586,timewise,2,Harmony,ADA 150 ROS,0.618150991,0.255896066,z:\data\prediction_compare_2\timewise_Harmony_ADA 150 ROS_10.pk,ADA
1774,timewise,3,Harmony,ADA 100 ROS,0.561545477,0.117770525,z:\data\prediction_compare_3\timewise_Harmony_ADA 100 ROS_10.pk,ADA
3550,timewise,5,Harmony,ADA 10 SMOTE,0.529081999,0.039415204,z:\data\prediction_compare_5\timewise_Harmony_ADA 10 SMOTE_10.pk,ADA
4150,within,2,Harmony,ADA 10 ROS,0.721122795,0.297671596,z:\data\prediction_compare_2\within_Harmony_ADA 10 ROS_10_.pk,ADA
5374,within,3,Harmony,ADA 100 ROS,0.617999273,0.214963162,z:\data\prediction_compare_3\within_Harmony_ADA 100 ROS_10_.pk,ADA
6262,within,5,Harmony,ADA 60 NONE,0.573784966,0.170606558,z:\data\prediction_compare_5\within_Harmony_ADA 60 NONE_10_.pk,ADA
8374,cross,2,Harmony,ADA 100 SMOTE,0.639312577,0.24273593,z:\data\prediction_compare_2\cross_Harmony_ADA 100 SMOTE_10.pk,ADA
8950,cross,3,Harmony,ADA 10 ROS,0.573106401,0.139169055,z:\data\prediction_compare_3\cross_Harmony_ADA 10 ROS_10.pk,ADA
10162,cross,5,Harmony,ADA 60 ROS,0.556204787,0.075521831,z:\data\prediction_compare_5\cross_Harmony_ADA 60 ROS_10.pk,ADA
1163,timewise,2,HBase,ADA 60 SMOTE,0.654313694,0.313985434,z:\data\prediction_compare_2\timewise_HBase_ADA 60 SMOTE_10.pk,ADA
1751,timewise,3,HBase,ADA 10 ROS,0.549375909,0.104786317,z:\data\prediction_compare_3\timewise_HBase_ADA 10 ROS_10.pk,ADA
3551,timewise,5,HBase,ADA 10 SMOTE,0.545301348,0.079070587,z:\data\prediction_compare_5\timewise_HBase_ADA 10 SMOTE_10.pk,ADA
3887,within,2,HBase,ADA 150 NONE,0.736139148,0.477289595,z:\data\prediction_compare_2\within_HBase_ADA 150 NONE_10_.pk,ADA
5375,within,3,HBase,ADA 100 ROS,0.593613692,0.197489949,z:\data\prediction_compare_3\within_HBase_ADA 100 ROS_10_.pk,ADA
6575,within,5,HBase,ADA 100 ROS,0.556795404,0.117903687,z:\data\prediction_compare_5\within_HBase_ADA 100 ROS_10_.pk,ADA
8375,cross,2,HBase,ADA 100 SMOTE,0.658859123,0.314880918,z:\data\prediction_compare_2\cross_HBase_ADA 100 SMOTE_10.pk,ADA
9263,cross,3,HBase,ADA 60 RUS,0.553605048,0.121689739,z:\data\prediction_compare_3\cross_HBase_ADA 60 RUS_10.pk,ADA
10475,cross,5,HBase,ADA 100 RUS,0.527851956,0.056256749,z:\data\prediction_compare_5\cross_HBase_ADA 100 RUS_10.pk,ADA
